word,tag,degree,page_rank,year
expose,V,10,0.00018667784035170744,2017
previous,A,18,0.0001374237253852039,2017
cluster,N,7,7.710896825279123e-05,2017
excellence,N,25,0.0001775804009295597,2017
clutch,N,4,8.033235871680983e-05,2017
hatchling,N,4,8.033235871680983e-05,2017
co-create,V,28,0.00017452780968865107,2017
co2,N,6,8.132585572664583e-05,2017
remarkable,A,6,8.132585572664583e-05,2017
slowdown,N,11,0.00010826202621647051,2017
collision,N,8,8.709787968375833e-05,2017
contain,V,28,0.00018479305563322323,2017
employ,V,11,9.77315001500307e-05,2017
form,V,10,9.707540767138435e-05,2017
govts,N,10,9.707540767138435e-05,2017
heartland,N,7,8.36718731958427e-05,2017
kick-start,V,4,7.030871814215489e-05,2017
killin,V,18,0.0001275665495329586,2017
miner,N,17,0.0001268455389020837,2017
modern,A,10,0.00011718981464717638,2017
oblivious,A,12,0.00011883008481701645,2017
obsolete,A,12,0.00011883008481701645,2017
phase,N,4,6.307801012209284e-05,2017
r,V,19,0.00014404674133150058,2017
reckless,A,34,0.00024253525697868924,2017
reduction,N,5,6.758733572042181e-05,2017
revive,V,9,9.445003434328732e-05,2017
romance,N,2,5.3439383149253564e-05,2017
taxpayer,N,7,0.00010478082895390226,2017
terminal,N,4,6.360140349201502e-05,2017
third,A,5,7.078595751249957e-05,2017
trump,N,21,0.000184186268446416,2017
village,N,15,0.00014885180833676474,2017
vibrant,A,10,9.894905698992297e-05,2017
fear,V,10,0.00010775075912267647,2017
commodity,N,4,6.37829902036844e-05,2017
garden,N,11,0.00012277515806921472,2017
repurposed,A,4,6.909193914140438e-05,2017
varietal,N,4,6.557342862961795e-05,2017
cofounder,N,2,6.418045517323577e-05,2017
startup,N,6,0.00011707906202274358,2017
coherent,A,9,9.046376656517336e-05,2017
cohost,N,5,7.442863565988734e-05,2017
glad,A,5,7.442863565988734e-05,2017
ebook,N,16,0.0001381947213788358,2017
et,N,29,0.00022231951042116409,2017
multi,N,20,0.000177801887424475,2017
passive,A,20,0.000177801887424475,2017
collaborate,V,5,6.938809574979207e-05,2017
proud,A,61,0.0003797019437644379,2017
key,N,31,0.00019634620887996364,2017
several,A,39,0.0002509809903132044,2017
collapse,N,8,8.949708435079085e-05,2017
colorful,A,1,5.543937694395727e-05,2017
specialist,N,12,0.00014362848065422936,2017
style,N,10,0.0001293584758521449,2017
twist,N,3,7.071392399953956e-05,2017
overwhelmingly,R,10,0.00011057875650782971,2017
shift,N,7,9.162037829120871e-05,2017
university,N,5,7.676426017383485e-05,2017
colonization,N,2,8.400599603560255e-05,2017
invisible,A,2,8.400599603560255e-05,2017
color,N,6,8.272183216566885e-05,2017
pretty,A,6,8.272183216566885e-05,2017
object,N,5,8.210029510346123e-05,2017
spontaneous,A,5,8.210029510346123e-05,2017
columnist,N,6,7.397828137781017e-05,2017
founder,N,10,9.263854765115181e-05,2017
small-scale,A,4,6.642356477693622e-05,2017
combination,N,4,6.936649795512264e-05,2017
engagement,N,16,0.00015413162703185667,2017
resistance,N,13,0.00012163360969126157,2017
march,N,6,8.23114491616504e-05,2017
creative,A,12,0.00010593833854825177,2017
extinct,A,12,0.00012022333214102442,2017
infusion,N,11,0.00010353818055100664,2017
insane,A,4,6.554497391062712e-05,2017
lag,V,11,0.00010353818055100664,2017
landslide,N,15,0.0001370235225742025,2017
overcome,V,15,0.0001259533369800341,2017
participant,N,12,0.00010593833854825177,2017
reconsider,V,4,6.346645175517097e-05,2017
recruit,V,4,6.170792095669159e-05,2017
trade-off,N,12,0.00010593833854825177,2017
unveil,V,7,9.415266281760153e-05,2017
upcoming,A,9,9.181700336935004e-05,2017
furniture,N,8,0.0001085989037001874,2017
outdoor,A,8,0.0001085989037001874,2017
gut,N,5,8.049006515931857e-05,2017
punch,N,5,8.049006515931857e-05,2017
easily,R,4,6.763725828825308e-05,2017
expertise,N,6,7.341783964584433e-05,2017
outperform,V,5,6.890748429469836e-05,2017
provider,N,10,9.035451179415456e-05,2017
common,N,8,8.789638453961859e-05,2017
segment,N,8,8.789638453961859e-05,2017
loom,V,8,8.978985851333703e-05,2017
naturally,R,5,7.895223810340978e-05,2017
neighbor,N,6,7.201258114928222e-05,2017
urban,A,5,7.895223810340978e-05,2017
construct,V,4,7.49285275734538e-05,2017
earthquake,N,14,0.00014960588504593837,2017
entertainment,N,4,7.313724220495943e-05,2017
guise,N,4,7.313724220495943e-05,2017
itself,O,17,0.00015951882674601408,2017
japanese,A,14,0.00011174759150282796,2017
open-pit,A,4,7.49285275734538e-05,2017
positive,A,7,8.175294701526646e-05,2017
publish,V,14,0.00011174759150282796,2017
compass,N,12,0.00010395247721511033,2017
entry,N,4,6.838167324251955e-05,2017
complacency,N,10,9.115667947170653e-05,2017
short-sighted,A,3,7.441953360207945e-05,2017
unacceptable,A,5,9.272716978493323e-05,2017
comply,V,5,7.90522653086195e-05,2017
compost,N,4,6.319325275761843e-05,2017
comprehensive,A,1,4.830314318249322e-05,2017
compromise,N,4,6.953570148125498e-05,2017
computer,N,2,5.219070084994639e-05,2017
con,N,3,7.754127489123804e-05,2017
pro,N,3,7.754127489123804e-05,2017
invent,V,8,8.629067472626928e-05,2017
concise,A,6,7.649776298414808e-05,2017
weirdly,R,3,6.394512854975764e-05,2017
environmentalist,N,14,0.00011114116073533133,2017
expo,N,3,5.820354683232911e-05,2017
geo-information,N,2,8.424060445871524e-05,2017
ministerial,A,12,0.00010271002387189843,2017
must-see,A,4,6.881880686466367e-05,2017
sense,V,2,8.424060445871524e-05,2017
spotlight,N,24,0.00016707543475296942,2017
topical,A,5,6.818872860758914e-05,2017
confidence,N,2,5.475644222247535e-05,2017
madness,N,12,0.00010356853152510172,2017
pound,N,6,7.561012884710973e-05,2017
step,V,2,5.3222577184064845e-05,2017
confirmation,N,7,0.00011635792219355004,2017
discipline,N,6,0.00010814882928680289,2017
hearing,N,12,0.00015348757245428564,2017
conflict,N,12,0.00010545323246369288,2017
confusing,A,1,4.909926119002278e-05,2017
confusion,N,3,0.00012414303834830476,2017
geography,N,3,0.00012414303834830476,2017
overview,N,3,0.00012414303834830476,2017
congress,N,5,7.414504413867382e-05,2017
display,N,5,7.414504413867382e-05,2017
cosmic,A,7,0.00010105027505688539,2017
dismiss,V,7,0.00010105027505688539,2017
flux,N,7,0.00010105027505688539,2017
connection,N,20,0.0001458781360568017,2017
prize,N,15,0.00013662393388341195,2017
connector,N,3,7.98700109801695e-05,2017
elegant,A,3,7.98700109801695e-05,2017
consensus,N,11,9.805580906031768e-05,2017
constructive,A,8,8.294897019437878e-05,2017
individual,N,9,8.854524713644977e-05,2017
coordinator,N,13,0.00014975287695544534,2017
hysteria,N,18,0.00014752680681274626,2017
misguided,A,18,0.00014752680681274626,2017
misleading,A,18,0.00014752680681274626,2017
pose,V,2,6.22210231209766e-05,2017
flare,N,3,5.9239022330709635e-05,2017
internet,N,17,0.00013868399667017978,2017
manner,N,5,7.03310766385385e-05,2017
trivial,A,3,5.853221720890209e-05,2017
weird,A,9,8.841776990443578e-05,2017
method,N,14,0.00013454562840840855,2017
tractor,N,4,7.286921724967033e-05,2017
consultancy,N,10,0.00010022915132646886,2017
ideology,N,6,8.264359563108314e-05,2017
screw,V,6,7.504138600885205e-05,2017
touch,N,14,0.00012983910976269885,2017
yarn,N,6,8.264359563108314e-05,2017
container,N,19,0.00016013682575035252,2017
junk,N,5,7.205379199836568e-05,2017
lower,V,15,0.0001403684356002806,2017
takeout,N,5,7.066103921794375e-05,2017
content,N,6,7.149843883786456e-05,2017
negative,A,17,0.0001370435190453381,2017
criminal,N,18,0.00013152906215640152,2017
deluge,N,5,8.222891346479718e-05,2017
mud,N,20,0.0002528747123840304,2017
speed,V,15,0.00011642207439269909,2017
contradiction,N,1,4.797810526413926e-05,2017
epidemic,N,12,0.00011411874728177764,2017
instability,N,6,7.260131094913083e-05,2017
surge,N,6,8.017299722849026e-05,2017
value,V,5,6.887858316479377e-05,2017
control,N,9,9.11899533605603e-05,2017
conundrum,N,1,5.2762955498043345e-05,2017
finding,N,5,7.900525107131925e-05,2017
hashtag,N,11,9.765595357088779e-05,2017
recommendation,N,8,9.758899908711832e-05,2017
cycling,N,6,8.082087131669436e-05,2017
diary,N,6,8.082087131669436e-05,2017
t-shirt,N,5,7.024756083843462e-05,2017
cooperate,V,1,5.1987885952745115e-05,2017
politically,R,4,7.130902049296098e-05,2017
passion,N,22,0.00018980195656495192,2017
procurement,N,4,8.098125322147367e-05,2017
understanding,N,4,8.098125322147367e-05,2017
cop,V,3,6.0635959091075254e-05,2017
drill,N,8,0.00010537871104731117,2017
coral,N,4,7.64469061992236e-05,2017
deep-sea,A,4,7.64469061992236e-05,2017
sample,N,6,7.916075079642717e-05,2017
cork,N,5,6.631399627529997e-05,2017
tiny,A,7,8.147595194196265e-05,2017
corporates,N,9,9.006018852071403e-05,2017
gather,V,15,0.00012984384584672972,2017
correct,A,5,8.275447564030675e-05,2017
potent,A,5,8.275447564030675e-05,2017
corruption,N,6,9.840384055873652e-05,2017
crack,V,2,6.441679351451609e-05,2017
estimated,A,2,5.392843324943842e-05,2017
unbearable,A,2,5.4387467396837494e-05,2017
waste,V,4,6.526375508543613e-05,2017
energy-related,N,5,7.426868916544498e-05,2017
fix,V,9,9.835908365637253e-05,2017
outrageous,A,3,6.802267779659453e-05,2017
pillar,N,78,0.00039538510557639154,2017
counterfeit,A,6,7.760479967212718e-05,2017
drug,N,16,0.00014005926979077397,2017
dependence,N,5,6.811653131044963e-05,2017
donor,N,10,0.00012009628936705537,2017
drag,V,22,0.0001963471388495694,2017
five-year-old,A,12,0.00010768737713115923,2017
frame,N,6,8.784625185468276e-05,2017
fuel,V,6,7.133283025114559e-05,2017
homework,N,5,7.179793666113196e-05,2017
inspector,N,10,0.0001114690093568108,2017
interagency,N,9,8.750351992169823e-05,2017
length,N,10,0.0001114690093568108,2017
relationship,N,6,8.784625185468276e-05,2017
sanitation,N,56,0.0002942163265951301,2017
surpass,V,17,0.0001280332194523087,2017
teach,V,17,0.00013885456695628628,2017
toxic,A,4,6.232492543946335e-05,2017
county,N,2,8.365684643381159e-05,2017
scene,N,2,8.365684643381159e-05,2017
crab,N,2,8.505924353264881e-05,2017
sophisticated,A,2,8.505924353264881e-05,2017
libertarian,A,12,0.00011524067614903215,2017
craftsmanship,N,4,7.403081335018803e-05,2017
crazy,A,11,0.0001579358084859241,2017
fault,N,5,7.368874188108519e-05,2017
inept,A,4,0.00010539860488982957,2017
intolerant,A,4,0.00010539860488982957,2017
lunacy,N,4,0.00010539860488982957,2017
dirty,A,75,0.0004489336857489599,2017
donate,V,2,5.69837622244327e-05,2017
obligation,N,5,6.679503905680963e-05,2017
prosperity,N,5,7.000208581553461e-05,2017
strict,A,8,8.3759536778525e-05,2017
tradition,N,2,5.382232987260858e-05,2017
endangerment,N,18,0.00014247719157369453,2017
dire,A,11,0.00011215586226094781,2017
praise,N,10,0.000107035780711758,2017
sleeve,N,9,9.94098046673343e-05,2017
uplift,V,4,6.441141452408417e-05,2017
creature,N,10,9.728416646944112e-05,2017
credible,A,8,8.419945394684127e-05,2017
fat,A,4,7.407396694942177e-05,2017
favour,N,16,0.0001218959992240364,2017
green,N,20,0.00018019938295394617,2017
obesity,N,4,7.407396694942177e-05,2017
stock,N,7,8.394023015572183e-05,2017
tropic,N,6,7.680995716952737e-05,2017
crook,N,6,0.0001065140841201906,2017
expel,V,6,0.0001065140841201906,2017
mafia,N,6,0.0001065140841201906,2017
unity,N,6,0.0001065140841201906,2017
survive,V,22,0.0001866551859074437,2017
exemplify,V,2,5.3025865858228074e-05,2017
plow,N,4,0.0001125118191207882,2017
pristine,A,4,0.0001125118191207882,2017
ship,N,4,0.0001125118191207882,2017
crusade,N,2,5.1792120713597316e-05,2017
culpable,A,7,0.00011173883849907454,2017
equally,R,7,0.00011173883849907454,2017
floor,N,7,0.00011173883849907454,2017
guest,N,7,0.00011173883849907454,2017
culture,N,2,9.671521962401297e-05,2017
traditional,A,2,9.671521962401297e-05,2017
highlight,V,28,0.00017431242085770037,2017
form,N,5,0.00010072393413482576,2017
intractable,A,5,0.00010072393413482576,2017
stupidity,N,5,0.00010072393413482576,2017
degc,N,13,0.00011408213216797307,2017
customizable,A,3,5.665206362119726e-05,2017
distress,N,8,9.316458013272576e-05,2017
vulnerability,N,12,0.00011649281402615651,2017
dad,N,6,7.777633726102165e-05,2017
entity,N,7,8.666048850801677e-05,2017
overpopulation,N,10,9.670787686303876e-05,2017
status,N,14,0.0001322795719019777,2017
zone,N,6,7.83749394572808e-05,2017
feedback,N,3,7.676808426475406e-05,2017
horrible,A,10,0.0001025135438811044,2017
dashboard,N,6,7.76434849188193e-05,2017
decision,N,39,0.00027263828802181507,2017
doctor,V,5,6.77797211288277e-05,2017
formerly,R,5,6.845710629208726e-05,2017
freight,N,3,5.7532836724024645e-05,2017
reservation,N,7,8.433007658700808e-05,2017
solid,A,6,7.540991348177321e-05,2017
talk,N,7,7.875705567876812e-05,2017
database,N,2,5.523137082020605e-05,2017
nowhere,R,24,0.00016231453929333595,2017
fest,N,8,0.0001282083831996402,2017
household,N,8,0.0001282083831996402,2017
immense,A,4,7.290228692170719e-05,2017
interaction,N,5,6.877981360508401e-05,2017
journalist,N,20,0.00015353528238141588,2017
otter,N,6,9.357074020604233e-05,2017
tuition,N,13,0.00012068305591288729,2017
wasteland,N,3,6.086940386866731e-05,2017
watercolor,N,6,9.357074020604233e-05,2017
webinar,N,15,0.00014268862217821162,2017
yoga,N,8,0.0001282083831996402,2017
deadline,N,6,8.148632667414779e-05,2017
dehydration,N,2,5.513419037998967e-05,2017
legislation,N,40,0.00028160801320073654,2017
rip,V,24,0.00017521162939689662,2017
secure,V,34,0.00023017037505829662,2017
owner,N,10,0.00011528058715550989,2017
restore,V,18,0.0001317608062307894,2017
warrant,N,6,7.551120180392779e-05,2017
mad,A,8,9.517980771912182e-05,2017
npos,N,32,0.00020328485320088386,2017
tea,N,8,9.517980771912182e-05,2017
facade,N,5,8.108689554322946e-05,2017
last,V,5,8.108689554322946e-05,2017
woolly,A,7,8.064377805078329e-05,2017
decent,A,8,8.033122312132808e-05,2017
fisherman,N,18,0.00014685218420561766,2017
novel,N,19,0.00014722943431943466,2017
slit,V,18,0.00014685218420561766,2017
teen,N,9,0.00010085607865993363,2017
throat,N,18,0.00014685218420561766,2017
turtle,N,20,0.0001744791796235838,2017
e-tutorial,N,10,9.629055729491097e-05,2017
maker,N,16,0.0001494754156934135,2017
owl,N,7,9.354047709892566e-05,2017
recognise,V,25,0.0001766011486886913,2017
thread,N,7,9.354047709892566e-05,2017
decision-making,N,6,7.489547598126166e-05,2017
decisive,A,2,5.529688147390768e-05,2017
decry,V,3,7.432901933143126e-05,2017
educator,N,3,7.432901933143126e-05,2017
define,V,12,0.00010777376409758045,2017
resiliency,N,7,8.129541898803411e-05,2017
degradation,N,5,7.345452985953567e-05,2017
hard,A,17,0.00016796462865418656,2017
verdict,N,1,4.932818712332171e-05,2017
limit,V,6,7.43927073752354e-05,2017
delusion,N,2,6.0507030855364333e-05,2017
frontlines,N,6,7.304740744829987e-05,2017
nobody,N,11,0.00010127263415080799,2017
depth,N,4,7.192929161595333e-05,2017
surprising,A,14,0.00013292847219909828,2017
describe,V,7,8.931902025658022e-05,2017
tee,N,3,6.465264520639373e-05,2017
desert,N,6,8.049149921215993e-05,2017
vegetable,N,6,8.049149921215993e-05,2017
globalist,N,6,7.74717211150879e-05,2017
frozen,A,20,0.00014524182381852693,2017
mobster,N,4,6.347193383492518e-05,2017
dorito,N,12,0.00011272903336526388,2017
investigation,N,12,0.00011272903336526388,2017
horrify,V,5,6.865864409111395e-05,2017
detailed,A,4,6.083203716695241e-05,2017
determinant,N,5,6.9571760060386e-05,2017
increase,N,6,7.431350797207832e-05,2017
withstand,V,4,7.058105643130901e-05,2017
devastation,N,1,5.270528511569595e-05,2017
tornado,N,18,0.00021818763515479888,2017
direct,A,2,5.32319168125713e-05,2017
devl,N,14,0.00010655390537819633,2017
dilemma,N,3,6.728975084731293e-05,2017
evaluate,V,9,8.941309019997536e-05,2017
exhibition,N,18,0.00013020993234053567,2017
galvanize,V,7,7.742134716152714e-05,2017
guide,N,18,0.00012490318929483382,2017
integration,N,6,7.717633660316997e-05,2017
lively,A,5,6.732947606681771e-05,2017
mental,N,7,7.611578156625693e-05,2017
nexus,N,4,7.514904943170704e-05,2017
organisation,N,6,7.258657701230732e-05,2017
privilege,N,6,6.909595458367995e-05,2017
rec,N,7,7.610263193403826e-05,2017
skill,N,4,5.979676939844e-05,2017
sport,N,22,0.00013783787135868922,2017
stomach,N,15,0.00011292295830716939,2017
tenure,N,4,6.0426035109905855e-05,2017
universally,R,8,7.730938722065803e-05,2017
wrap,V,6,7.03891306860533e-05,2017
municipality,N,5,6.725976026024743e-05,2017
sharply,R,6,7.680259071090426e-05,2017
diligence,N,5,7.86116543711689e-05,2017
guidance,N,5,7.86116543711689e-05,2017
dimension,N,6,7.20024391959288e-05,2017
dinner,N,3,6.168317772990673e-05,2017
table,N,13,0.00012285446188810246,2017
elevate,V,9,9.728942668641935e-05,2017
greatly,R,9,9.728942668641935e-05,2017
vapor,N,3,5.791714971557688e-05,2017
goper,N,9,9.232516957672452e-05,2017
direction,N,2,8.534225615378506e-05,2017
indeed,R,2,8.534225615378506e-05,2017
second,N,5,7.876082275437964e-05,2017
sharp,A,8,9.883132726984319e-05,2017
independence,N,18,0.00013373807827582479,2017
low-carbon,A,15,0.00012036813583089281,2017
protectionist,A,6,7.174386458746382e-05,2017
internationally,R,7,8.498894450593956e-05,2017
trade,V,7,8.498894450593956e-05,2017
displace,V,15,0.00011954880783453821,2017
master,N,4,7.815383601993627e-05,2017
negligence,N,2,5.286359732705302e-05,2017
rebrands,V,4,7.815383601993627e-05,2017
discourse,N,6,7.381920346340772e-05,2017
seep,V,3,5.981058452354466e-05,2017
fake,A,21,0.000176652999248763,2017
nobel,N,9,0.00010382862232932578,2017
reasoning,N,9,0.00010382862232932578,2017
recognition,N,9,0.00010382862232932578,2017
hon,N,4,6.283581421443351e-05,2017
input,N,5,7.191834795816589e-05,2017
mobile,A,4,6.655313955206555e-05,2017
storytelling,N,4,6.421599772246962e-05,2017
techno-screens,N,5,7.025866136268597e-05,2017
offering,N,5,6.884563152213536e-05,2017
pt,N,8,8.435473182165486e-05,2017
submission,N,4,7.029100930014832e-05,2017
globe,N,39,0.00024071370491712644,2017
disprove,V,5,7.822251667163066e-05,2017
theory,N,21,0.00017692797642717548,2017
thermostat,N,5,7.822251667163066e-05,2017
disrupt,V,8,9.466894066104299e-05,2017
dive,V,2,6.782562115171494e-05,2017
hole,N,7,0.0001592594882632298,2017
repeal,N,4,6.324985318692901e-05,2017
division,N,5,9.652760246075127e-05,2017
kitchen,N,5,9.652760246075127e-05,2017
psychiatry,N,5,9.652760246075127e-05,2017
rare,A,6,8.809679217436405e-05,2017
dog,N,21,0.00015347099407798747,2017
shake,V,11,9.899442957515783e-05,2017
wet,A,11,9.899442957515783e-05,2017
donaldtrump,N,1,4.729036218767929e-05,2017
repay,V,4,6.808685317705792e-05,2017
doom,N,9,0.00011490756774777795,2017
ecologist,N,6,8.640652341300555e-05,2017
gloom,N,3,6.257195393515454e-05,2017
spiral,N,6,8.640652341300555e-05,2017
garage,N,3,6.396293732830144e-05,2017
dot,N,6,7.81749372555699e-05,2017
everyday,N,6,7.81749372555699e-05,2017
double,V,6,7.843680699574457e-05,2017
downgrade,V,6,0.0001190143942456477,2017
noon,N,6,0.0001190143942456477,2017
noonee,N,6,0.0001190143942456477,2017
pertinent,A,6,0.0001190143942456477,2017
downloads,N,8,8.941619816404305e-05,2017
maximize,V,8,8.941619816404305e-05,2017
hill,N,22,0.00021103101055487526,2017
roadshow,N,15,0.000153941007233678,2017
drain,V,9,9.346016135518213e-05,2017
drainage,N,9,9.346016135518213e-05,2017
draw,V,5,6.991298639492824e-05,2017
dress,N,3,5.834523364950717e-05,2017
economically,R,7,8.2758356752178e-05,2017
mournful,A,7,9.382844969790249e-05,2017
sight,N,7,9.382844969790249e-05,2017
supper,N,7,9.382844969790249e-05,2017
regressive,A,4,6.204551677967521e-05,2017
drone,N,1,4.7206292084688374e-05,2017
exacerbate,V,6,7.904972348788781e-05,2017
scheme,N,6,7.904972348788781e-05,2017
prison,N,10,9.924630511344776e-05,2017
dump,V,3,6.545407852789693e-05,2017
waterway,N,9,0.00011132269156095934,2017
effectively,R,13,0.00011843302305535475,2017
incident,N,9,9.137536357679736e-05,2017
ear,N,10,0.00012405482176532619,2017
monument,N,4,7.948354894758967e-05,2017
unseasonably,R,12,0.00012432422310199617,2017
plug,N,4,6.238250852999878e-05,2017
so-called,A,7,7.68164144806902e-05,2017
unite,V,6,9.427098537344242e-05,2017
poison,V,12,0.00010330163912996272,2017
river,N,12,0.00010330163912996272,2017
playbook,N,3,6.074101489600177e-05,2017
eco-friendly,A,7,8.35441928491943e-05,2017
ecological,A,6,7.857321024905313e-05,2017
restoration,N,7,8.461477786717586e-05,2017
obsess,V,20,0.0001496786439640663,2017
psychology,N,2,5.785498283233947e-05,2017
element,N,7,9.45601827070155e-05,2017
engine,N,7,9.45601827070155e-05,2017
flexibility,N,7,9.45601827070155e-05,2017
loser,N,13,0.00012057566267291027,2017
mockery,N,5,6.769637799629455e-05,2017
textbook,N,9,9.920295279711511e-05,2017
winner,N,9,9.920295279711511e-05,2017
exceptional,A,11,0.00010919055613145956,2017
messenger,N,3,5.6901857865372485e-05,2017
eerie,A,3,7.332312762770764e-05,2017
empty,A,3,7.332312762770764e-05,2017
lesser-known,A,5,8.881428133020056e-05,2017
slippery,A,5,8.881428133020056e-05,2017
slope,N,5,8.881428133020056e-05,2017
fuel-efficient,A,6,9.040368904257049e-05,2017
insist,V,6,9.040368904257049e-05,2017
efficiently,R,8,8.26265292079652e-05,2017
energize,V,8,9.825212854935251e-05,2017
installation,N,8,9.825212854935251e-05,2017
lapse,N,8,9.825212854935251e-05,2017
operate,V,10,0.00024654379633446224,2017
pride,N,8,9.825212854935251e-05,2017
elderly,A,6,7.316723885855789e-05,2017
fairly,R,10,0.00011736768330033185,2017
quid,N,10,0.00011736768330033185,2017
quo,N,10,0.00011736768330033185,2017
religiously,R,5,8.000280064968377e-05,2017
ting,V,5,8.000280064968377e-05,2017
totally,R,18,0.00017051944698736035,2017
outstrip,V,8,8.446749111533943e-05,2017
elephant,N,5,0.00012274729071111928,2017
sanctuary,N,5,0.00012274729071111928,2017
strand,V,5,0.00012274729071111928,2017
elevation,N,15,0.0001631555995815822,2017
latitude,N,16,0.00017020903639500154,2017
longitude,N,15,0.0001631555995815822,2017
vid,N,15,0.0001631555995815822,2017
equivalent,N,4,6.424215106452578e-05,2017
evolve,V,8,9.013826060593125e-05,2017
fingerprint,N,6,7.739568084424346e-05,2017
flat,A,7,8.487644762641904e-05,2017
least-cost,A,8,9.013826060593125e-05,2017
shakeup,N,27,0.00018146468164743869,2017
sooner,R,12,9.62404380362888e-05,2017
emit,V,51,0.0003368179359621355,2017
train,N,51,0.0003368179359621355,2017
emptiness,N,12,0.00010871006345474936,2017
fell,V,12,0.00010871006345474936,2017
record,V,14,0.00011941001623703554,2017
fracking,V,21,0.00015467759373526238,2017
inadvertently,R,8,0.00011476143019035377,2017
inform,V,10,9.59801837793591e-05,2017
mobilize,V,2,5.348559969339626e-05,2017
outshine,V,2,5.249545595431533e-05,2017
pricing,N,4,6.709737015403233e-05,2017
professional,N,4,7.208406807936008e-05,2017
smes,N,12,0.00010716763518219162,2017
spread,N,10,0.0001108578888670616,2017
supply,V,8,8.460154385214036e-05,2017
supporter,N,8,0.00011476143019035377,2017
utterly,R,8,8.715235927240673e-05,2017
waste-water,N,21,0.00015467759373526238,2017
supplier,N,4,6.38964990031566e-05,2017
insurance,N,9,0.00011321552031196953,2017
mgmt,N,6,8.18734752360452e-05,2017
witch,N,4,6.482036275255937e-05,2017
honesty,N,5,7.353849064610916e-05,2017
seafood,N,5,7.353849064610916e-05,2017
personal,A,7,9.175397666015078e-05,2017
fixer,N,5,7.463747932652781e-05,2017
roundup,N,2,5.611385804083263e-05,2017
stack,V,6,7.612102665381845e-05,2017
erase,V,10,0.00012026743335269197,2017
peril,N,15,0.0001554473367059917,2017
erode,V,6,8.696367925427093e-05,2017
wheat,N,6,8.696367925427093e-05,2017
error,N,6,7.847470507617025e-05,2017
wardrobe,N,3,7.771323515698924e-05,2017
wear,V,3,7.771323515698924e-05,2017
genome,N,6,7.539747174227915e-05,2017
spark,V,3,5.812915422848968e-05,2017
usage,N,10,9.255695702974961e-05,2017
lobster,N,1,4.770937273587629e-05,2017
somewhere,R,6,7.377755401042366e-05,2017
guess,V,17,0.000133615705945854,2017
issue-so,N,6,8.500426858395593e-05,2017
multiply,V,10,9.744228190278973e-05,2017
security-it,N,6,8.500426858395593e-05,2017
fly,V,12,0.00011107324906963963,2017
trust,V,5,6.765442137768235e-05,2017
eviscerate,V,2,5.996027072336904e-05,2017
radiation,N,8,9.020657366316704e-05,2017
extend,V,6,7.651766310812292e-05,2017
exclusive,A,2,8.189463436959079e-05,2017
mutually,R,2,8.189463436959079e-05,2017
livable,A,4,6.74883693032481e-05,2017
fit,V,6,7.554147587297028e-05,2017
unexamined,A,6,7.554147587297028e-05,2017
existential,A,3,5.7804882414226504e-05,2017
expansion,N,5,7.28871546957575e-05,2017
sayin,V,7,7.615628687712269e-05,2017
expense,N,9,9.325024462237194e-05,2017
junket,N,6,7.915880370644931e-05,2017
fiction,N,14,0.0001400430786158164,2017
legitimate,A,8,0.00010200807480402501,2017
expression,N,2,5.4684942393980716e-05,2017
sensitive,A,3,7.633143557610113e-05,2017
verge,N,3,7.633143557610113e-05,2017
watchful,A,2,5.589630593125527e-05,2017
pretend,V,5,6.679548780876642e-05,2017
wherever,R,13,0.00010831718197843209,2017
geographic,N,6,7.434487759688568e-05,2017
inconvenient,A,16,0.0001250461924524416,2017
install,V,12,9.783371192867999e-05,2017
medium,N,16,0.0001250461924524416,2017
faculty,N,2,5.4755125851440536e-05,2017
hearty,A,4,6.875449768695102e-05,2017
reinvest,V,7,7.79470202253264e-05,2017
freshly,R,3,5.977683083680395e-05,2017
liter,N,6,7.989226294917039e-05,2017
tomato,N,7,8.090719079390242e-05,2017
graze,V,6,7.809341440014446e-05,2017
horrifyingly,R,3,5.900645896072983e-05,2017
fate,N,16,0.0001270626428615348,2017
faucet,N,3,5.7311730477838524e-05,2017
methodology,N,9,0.00011010567234177415,2017
reject,V,5,8.274562910304823e-05,2017
wake,N,5,7.235008370207766e-05,2017
favorite,A,2,5.631751399739232e-05,2017
good-looking,A,5,7.625215697715449e-05,2017
trailer,N,5,7.625215697715449e-05,2017
hungry,A,2,5.3774516386128665e-05,2017
gp,N,3,5.823198581780772e-05,2017
vent,V,6,8.1822742495298e-05,2017
heed,V,5,7.331690490461973e-05,2017
fin,V,2,5.398238653527466e-05,2017
mode,N,7,8.12945429720032e-05,2017
stash,V,5,6.600400431722167e-05,2017
fingertip,N,9,8.86814543206742e-05,2017
fire,N,7,0.00015678124164071708,2017
human-caused,A,4,0.00013039117916746048,2017
illegal,A,4,0.00013039117916746048,2017
trafficking,N,4,0.00013039117916746048,2017
purchase,N,8,8.950943541228328e-05,2017
spoiled,A,8,8.950943541228328e-05,2017
succeed,V,16,0.00012200172634966774,2017
thorough,A,3,6.579190068804393e-05,2017
flow,N,39,0.0002487984732494081,2017
malarkey,N,6,7.994850446576543e-05,2017
melodramatic,A,6,7.994850446576543e-05,2017
interview,V,4,7.020604749117818e-05,2017
not-so-subtle,R,8,9.434949265837422e-05,2017
overly,R,8,9.434949265837422e-05,2017
whine,V,8,9.434949265837422e-05,2017
